DATAFLOW,LAST UPDATE,freq,sex,age,n_child,agechild,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,DE,2019,4.0,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,DE,2020,14.1,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,DE,2021,19.0,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,DK,2017,7.1,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,DK,2018,6.6,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,DK,2019,7.0,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,DK,2020,13.6,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,DK,2021,14.7,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,EA20,2017,5.6,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,EA20,2018,5.6,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,EA20,2019,6.2,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,EA20,2020,13.3,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,EA20,2021,17.3,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,EE,2017,12.4,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,EE,2018,12.2,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,EE,2019,13.7,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,EE,2020,15.2,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,EE,2021,16.5,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,EL,2017,2.7,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,EL,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,EL,2019,4.3,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,EL,2020,6.8,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,EL,2021,25.5,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,ES,2017,1.4,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,ES,2018,3.1,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,ES,2019,2.6,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,ES,2020,7.1,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,ES,2021,8.4,bd
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,EU27_2020,2017,5.6,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,EU27_2020,2018,5.4,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,EU27_2020,2019,5.9,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,EU27_2020,2020,12.3,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,EU27_2020,2021,16.2,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,FI,2017,7.8,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,FI,2018,10.4,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,FI,2019,9.7,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,FI,2020,11.5,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,FI,2021,17.2,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,FR,2017,8.1,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,FR,2018,6.4,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,FR,2019,7.9,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,FR,2020,14.4,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,FR,2021,20.6,bd
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,HR,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,HR,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,HR,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,HR,2020,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,HR,2021,8.2,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,HU,2017,3.5,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,HU,2018,3.1,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,HU,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,HU,2020,9.3,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,HU,2021,9.1,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,IE,2017,5.5,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,IE,2018,6.8,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,IE,2019,6.9,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,IE,2020,15.3,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,IE,2021,18.8,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,IT,2017,1.8,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,IT,2018,1.4,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,IT,2019,1.7,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,IT,2020,6.1,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,IT,2021,5.2,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,LT,2017,3.5,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,LT,2018,3.3,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,LT,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,LT,2020,4.3,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,LT,2021,9.7,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,LU,2017,21.8,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,LU,2018,17.2,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,LU,2019,18.4,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,LU,2020,20.1,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,LU,2021,20.7,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,LV,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,LV,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,LV,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,LV,2020,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,LV,2021,,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,ME,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,ME,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,ME,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,ME,2020,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,MK,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,MK,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,MK,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,MK,2020,6.5,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,MT,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,MT,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,MT,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,MT,2020,24.8,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,MT,2021,29.0,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,NL,2017,13.1,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,NL,2018,11.8,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,NL,2019,14.0,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,NL,2020,17.9,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,NL,2021,22.6,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,NO,2021,14.4,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,PL,2017,4.7,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,PL,2018,5.2,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,PL,2019,5.8,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,PL,2020,8.3,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,PL,2021,8.5,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,PT,2017,5.6,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,PT,2018,7.3,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,PT,2019,6.1,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,PT,2020,14.4,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,PT,2021,18.6,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,RO,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,RO,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,RO,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,RO,2020,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,RO,2021,,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,RS,2017,3.7,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,RS,2018,3.7,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,RS,2019,4.3,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,RS,2020,4.8,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,RS,2021,6.7,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,SE,2017,10.6,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,SE,2018,7.4,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,SE,2019,7.5,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,SE,2020,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,SE,2021,14.9,b
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,SI,2017,4.4,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,SI,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,SI,2019,3.3,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,SI,2020,7.1,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,SI,2021,6.9,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,SK,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,SK,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,SK,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,SK,2020,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,SK,2021,,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,TR,2017,2.1,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,TR,2018,2.1,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,TR,2019,2.0,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,TR,2020,3.6,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,UK,2017,9.8,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,UK,2018,9.3,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,0,NAP,PC,UK,2019,12.2,
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,AT,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,AT,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,AT,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,AT,2020,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,AT,2021,,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,BE,2017,,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,BE,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,BE,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,BE,2020,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,BE,2021,,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,BG,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,BG,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,BG,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,BG,2020,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,BG,2021,,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,CY,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,CY,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,CY,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,CY,2020,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,CY,2021,,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,CZ,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,CZ,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,CZ,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,CZ,2020,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,CZ,2021,,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,DE,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,DE,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,DE,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,DE,2020,,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,DE,2021,,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,DK,2017,,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,DK,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,DK,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,DK,2020,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,DK,2021,,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,EA20,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,EA20,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,EA20,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,EA20,2020,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,EA20,2021,,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,EE,2017,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,EE,2018,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,EE,2019,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,EE,2020,,u
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,EE,2021,,bu
ESTAT:LFST_HHWAHCHI(1.0),15/02/23 23:00:00,A,F,Y18-24,1,Y6-11,PC,EL,2017,,u
